5.0,0.0,0.0,0.0
1509.9928375492113,639.3250812307575,1639.3086937462983,760.0506392220448
1639.3086937462983,639.3250812307575,1759.9846991720924,760.0506392220448
1759.9846991720924,509.83145509654696,1880.696236482915,639.3550689729389
1880.696236482915,509.83145509654696,Infinity,639.3550689729389
1759.9846991720924,639.3550689729389,1880.5646058442362,760.0506392220448
1880.5646058442362,639.3550689729389,Infinity,760.0506392220448
1509.9928375492113,760.0506392220448,1639.3823011939612,880.6054610282854
1509.9928375492113,880.6054610282854,1639.3823011939612,1010.0688010022332
1639.3823011939612,760.0506392220448,1760.0973905782105,880.7520809015148
1639.3823011939612,880.7520809015148,1760.0973905782105,1010.0688010022332
1760.0973905782105,760.0506392220448,1880.6924058671725,880.5735323814326
1760.0973905782105,880.5735323814326,1880.6924058671725,1010.0688010022332
1880.6924058671725,760.0506392220448,Infinity,880.6414052732655
1880.6924058671725,880.6414052732655,Infinity,1010.0688010022332
1009.8606572153249,1010.0688010022332,1139.3384315800604,1139.3504694793578
1009.8606572153249,1139.3504694793578,1139.3384315800604,1260.0215589137733
1139.3384315800604,1010.0688010022332,1259.9901187762857,1139.2825071379104
1139.3384315800604,1139.2825071379104,1259.9901187762857,1260.0215589137733
1009.8606572153249,1260.0215589137733,1139.3148056633095,1380.7939322995849
1009.8606572153249,1380.7939322995849,1139.3148056633095,1510.0246617598054
1139.3148056633095,1260.0215589137733,1259.9901187762857,1380.8107666415758
1139.3148056633095,1380.8107666415758,1259.9901187762857,1510.0246617598054
1259.9901187762857,1010.0688010022332,1380.599175357904,1139.295330951345
1259.9901187762857,1139.295330951345,1380.599175357904,1259.9146221487413
1380.599175357904,1010.0688010022332,1510.101986602914,1139.2099881704528
1380.599175357904,1139.2099881704528,1510.101986602914,1259.9146221487413
1259.9901187762857,1259.9146221487413,1380.6498961208551,1380.5012320611372
1259.9901187762857,1380.5012320611372,1380.6498961208551,1510.0246617598054
1380.6498961208551,1259.9146221487413,1510.101986602914,1380.7741978559416
1380.6498961208551,1380.7741978559416,1510.101986602914,1510.0246617598054
1009.8606572153249,1510.0246617598054,1139.329483937207,1639.209827364576
1009.8606572153249,1639.209827364576,1139.329483937207,1759.9741349048788
1139.329483937207,1510.0246617598054,1260.0224138306448,1639.3431744886473
1139.329483937207,1639.3431744886473,1260.0224138306448,1759.9741349048788
1009.8606572153249,1759.9741349048788,1139.3415663142232,1880.7191910642757
1139.3415663142232,1759.9741349048788,1260.0224138306448,1880.7191910642757
1009.8606572153249,1880.7191910642757,1139.2500961094638,Infinity
1139.2500961094638,1880.7191910642757,1260.0224138306448,Infinity
1260.0224138306448,1510.0246617598054,1380.6996595974413,1639.4748624901613
1260.0224138306448,1639.4748624901613,1380.6996595974413,1760.0014274932832
1380.6996595974413,1510.0246617598054,1510.101986602914,1639.3168131719003
1380.6996595974413,1639.3168131719003,1510.101986602914,1760.0014274932832
1260.0224138306448,1760.0014274932832,1380.7430732720109,1880.6691188439945
1260.0224138306448,1880.6691188439945,1380.7430732720109,Infinity
1380.7430732720109,1760.0014274932832,1510.101986602914,1880.6290281287836
1380.7430732720109,1880.6290281287836,1510.101986602914,Infinity
1510.101986602914,1010.0688010022332,1639.2929702931704,1139.384903655361
1510.101986602914,1139.384903655361,1639.2929702931704,1260.0433824226518
1639.2929702931704,1010.0688010022332,1760.0430843625113,1139.2741946566932
1639.2929702931704,1139.2741946566932,1760.0430843625113,1260.0433824226518
1510.101986602914,1260.0433824226518,1639.30627577606,1380.7211761361407
1510.101986602914,1380.7211761361407,1639.30627577606,1509.9723318480978
1639.30627577606,1260.0433824226518,1760.0430843625113,1380.6697201758473
1639.30627577606,1380.6697201758473,1760.0430843625113,1509.9723318480978
1760.0430843625113,1010.0688010022332,1880.6591547384396,1139.3861067978034
1880.6591547384396,1010.0688010022332,Infinity,1139.3861067978034
1760.0430843625113,1139.3861067978034,1880.687104350838,1260.041320351077
1880.687104350838,1139.3861067978034,Infinity,1260.041320351077
1760.0430843625113,1260.041320351077,1880.5953515457263,1380.6953572725583
1880.5953515457263,1260.041320351077,Infinity,1380.6953572725583
1760.0430843625113,1380.6953572725583,1880.7675841149805,1509.9723318480978
1880.7675841149805,1380.6953572725583,Infinity,1509.9723318480978
1510.101986602914,1509.9723318480978,1639.3096285481238,1639.3431168511872
1639.3096285481238,1509.9723318480978,1760.0370502859928,1639.3431168511872
1510.101986602914,1639.3431168511872,1639.3933653253741,1759.982104291599
1639.3933653253741,1639.3431168511872,1760.0370502859928,1759.982104291599
1510.101986602914,1759.982104291599,1639.395756822413,1880.76292056573
1510.101986602914,1880.76292056573,1639.395756822413,Infinity
1639.395756822413,1759.982104291599,1760.0370502859928,1880.4749358648169
1639.395756822413,1880.4749358648169,1760.0370502859928,Infinity
1760.0370502859928,1509.9723318480978,1880.6713636193513,1639.3922909706314
1880.6713636193513,1509.9723318480978,Infinity,1639.3922909706314
1760.0370502859928,1639.3922909706314,1880.6364195996257,1760.0132122949988
1880.6364195996257,1639.3922909706314,Infinity,1760.0132122949988
1760.0370502859928,1760.0132122949988,1880.703156362241,1880.647752276966
1760.0370502859928,1880.647752276966,1880.703156362241,Infinity
1880.703156362241,1760.0132122949988,Infinity,1880.5749298351925
1880.703156362241,1880.5749298351925,Infinity,Infinity
-Infinity,-Infinity,139.25957514080193,78.93385990407515
-Infinity,78.93385990407515,139.25957514080193,139.29765878887798
139.25957514080193,-Infinity,259.9890793927465,78.72861121758746
139.25957514080193,78.72861121758746,259.9890793927465,139.29765878887798
-Infinity,139.29765878887798,78.8065365030181,259.9994121889589
78.8065365030181,139.29765878887798,139.30239028712748,259.9994121889589
139.30239028712748,139.29765878887798,259.9890793927465,199.68771123920862
139.30239028712748,199.68771123920862,259.9890793927465,259.9994121889589
-Infinity,259.9994121889589,78.76185209666606,380.69805333083764
78.76185209666606,259.9994121889589,139.32933863270677,380.69805333083764
139.32933863270677,259.9994121889589,259.9890793927465,320.24807517314923
139.32933863270677,320.24807517314923,259.9890793927465,380.69805333083764
-Infinity,380.69805333083764,139.30596798000425,441.0475755294059
-Infinity,441.0475755294059,139.30596798000425,509.62808309838204
139.30596798000425,380.69805333083764,259.9890793927465,441.1290120527278
139.30596798000425,441.1290120527278,259.9890793927465,509.62808309838204
259.9890793927465,-Infinity,380.6532903222668,78.79620547196646
259.9890793927465,78.79620547196646,380.6532903222668,139.30128516073222
259.9890793927465,139.30128516073222,380.6532903222668,199.61547905455632
259.9890793927465,199.61547905455632,380.6532903222668,259.9852417181577
380.6532903222668,-Infinity,441.116148885233,139.26393284350664
441.116148885233,-Infinity,510.4111185764125,139.26393284350664
380.6532903222668,139.26393284350664,440.96946310103976,259.9852417181577
440.96946310103976,139.26393284350664,510.4111185764125,259.9852417181577
259.9890793927465,259.9852417181577,380.6878138376259,320.48653545944455
259.9890793927465,320.48653545944455,380.6878138376259,380.7842216992161
259.9890793927465,380.7842216992161,380.6878138376259,441.3851229231969
259.9890793927465,441.3851229231969,380.6878138376259,509.62808309838204
380.6878138376259,259.9852417181577,441.4042806217159,380.6375741376779
441.4042806217159,259.9852417181577,510.4111185764125,380.6375741376779
380.6878138376259,380.6375741376779,441.12248623501733,509.62808309838204
441.12248623501733,380.6375741376779,510.4111185764125,509.62808309838204
510.4111185764125,-Infinity,578.8409869955757,139.35821416464555
578.8409869955757,-Infinity,639.3766731861291,139.35821416464555
639.3766731861291,-Infinity,760.1011348400929,78.8497803699123
639.3766731861291,78.8497803699123,760.1011348400929,139.35821416464555
510.4111185764125,139.35821416464555,578.8264773511373,260.0103382300082
578.8264773511373,139.35821416464555,639.2398253230868,260.0103382300082
639.2398253230868,139.35821416464555,699.6417473174889,260.0103382300082
699.6417473174889,139.35821416464555,760.1011348400929,260.0103382300082
760.1011348400929,-Infinity,880.7028758942417,78.77493880908428
760.1011348400929,78.77493880908428,880.7028758942417,139.30339487514277
880.7028758942417,-Infinity,941.0747443411211,139.30339487514277
941.0747443411211,-Infinity,1009.8606572153249,139.30339487514277
760.1011348400929,139.30339487514277,820.4750656739141,260.0103382300082
820.4750656739141,139.30339487514277,880.9090576696661,260.0103382300082
880.9090576696661,139.30339487514277,941.1158568955522,260.0103382300082
941.1158568955522,139.30339487514277,1009.8606572153249,260.0103382300082
510.4111185764125,260.0103382300082,578.8474043394968,380.60075485072093
578.8474043394968,260.0103382300082,639.3475501638765,380.60075485072093
510.4111185764125,380.60075485072093,578.9306738373306,509.62808309838204
578.9306738373306,380.60075485072093,639.3475501638765,509.62808309838204
639.3475501638765,260.0103382300082,759.9600058396754,320.2489573971559
639.3475501638765,320.2489573971559,759.9600058396754,380.7371425922877
639.3475501638765,380.7371425922877,759.9600058396754,441.1348188525946
639.3475501638765,441.1348188525946,759.9600058396754,509.62808309838204
759.9600058396754,260.0103382300082,820.3131326388748,380.6547415652723
820.3131326388748,260.0103382300082,880.6490945216121,380.6547415652723
759.9600058396754,380.6547415652723,880.6490945216121,441.1174670284023
759.9600058396754,441.1174670284023,880.6490945216121,509.62808309838204
880.6490945216121,260.0103382300082,941.1752650425987,380.7018970143326
941.1752650425987,260.0103382300082,1009.8606572153249,380.7018970143326
880.6490945216121,380.7018970143326,941.1072572958667,509.62808309838204
941.1072572958667,380.7018970143326,1009.8606572153249,509.62808309838204
-Infinity,509.62808309838204,78.94572318883793,639.3018953572307
78.94572318883793,509.62808309838204,139.43021946577585,639.3018953572307
139.43021946577585,509.62808309838204,259.96720932597475,578.8551293086341
139.43021946577585,578.8551293086341,259.96720932597475,639.3018953572307
-Infinity,639.3018953572307,78.6022599605092,760.0206845150585
78.6022599605092,639.3018953572307,139.1695239079584,760.0206845150585
139.1695239079584,639.3018953572307,199.5019984714398,760.0206845150585
199.5019984714398,639.3018953572307,259.96720932597475,760.0206845150585
259.96720932597475,509.62808309838204,380.6386608054782,578.9684858600572
259.96720932597475,578.9684858600572,380.6386608054782,639.4846773692611
259.96720932597475,639.4846773692611,320.34264058877596,760.0206845150585
320.34264058877596,639.4846773692611,380.6386608054782,760.0206845150585
380.6386608054782,509.62808309838204,441.0649950315381,639.0910156762197
441.0649950315381,509.62808309838204,510.0844866479268,639.0910156762197
380.6386608054782,639.0910156762197,441.1064014219617,760.0206845150585
441.1064014219617,639.0910156762197,510.0844866479268,760.0206845150585
-Infinity,760.0206845150585,78.93837595568417,880.6379684005129
78.93837595568417,760.0206845150585,139.2967779478619,880.6379684005129
-Infinity,880.6379684005129,139.2967779478619,941.1714588083016
-Infinity,941.1714588083016,139.2967779478619,1009.813979957986
139.2967779478619,760.0206845150585,199.76497913615742,880.6547719157517
199.76497913615742,760.0206845150585,260.02234748262447,880.6547719157517
139.2967779478619,880.6547719157517,260.02234748262447,941.1285318252899
139.2967779478619,941.1285318252899,260.02234748262447,1009.813979957986
260.02234748262447,760.0206845150585,320.3353526041044,880.6447023021502
320.3353526041044,760.0206845150585,380.75420254387507,880.6447023021502
380.75420254387507,760.0206845150585,441.10714482233084,880.6447023021502
441.10714482233084,760.0206845150585,510.0844866479268,880.6447023021502
260.02234748262447,880.6447023021502,380.65645261302484,941.0983710654976
260.02234748262447,941.0983710654976,380.65645261302484,1009.813979957986
380.65645261302484,880.6447023021502,510.0844866479268,941.1264179494476
380.65645261302484,941.1264179494476,510.0844866479268,1009.813979957986
510.0844866479268,509.62808309838204,578.7706652876702,639.3244435747038
578.7706652876702,509.62808309838204,639.3509518879428,639.3244435747038
639.3509518879428,509.62808309838204,759.92650206155,578.8729987837248
639.3509518879428,578.8729987837248,759.92650206155,639.3244435747038
510.0844866479268,639.3244435747038,578.8844205879325,760.0609480485937
578.8844205879325,639.3244435747038,639.4035653184646,760.0609480485937
639.4035653184646,639.3244435747038,759.92650206155,699.6120286646642
639.4035653184646,699.6120286646642,759.92650206155,760.0609480485937
759.92650206155,509.62808309838204,880.6802830558211,578.5012441739266
759.92650206155,578.5012441739266,880.6802830558211,639.2401094837666
759.92650206155,639.2401094837666,880.6802830558211,699.6404012457393
759.92650206155,699.6404012457393,880.6802830558211,760.0609480485937
880.6802830558211,509.62808309838204,941.2088352566484,639.3525727825131
941.2088352566484,509.62808309838204,1009.8606572153249,639.3525727825131
880.6802830558211,639.3525727825131,941.1130319622587,760.0609480485937
941.1130319622587,639.3525727825131,1009.8606572153249,760.0609480485937
510.0844866479268,760.0609480485937,578.8758678406018,880.6473760993832
578.8758678406018,760.0609480485937,639.2441029524036,880.6473760993832
510.0844866479268,880.6473760993832,639.2441029524036,941.2503318166039
510.0844866479268,941.2503318166039,639.2441029524036,1009.813979957986
639.2441029524036,760.0609480485937,699.6049426862021,880.663569573008
699.6049426862021,760.0609480485937,760.0124275145992,880.663569573008
639.2441029524036,880.663569573008,760.0124275145992,941.1520122178287
639.2441029524036,941.1520122178287,760.0124275145992,1009.813979957986
760.0124275145992,760.0609480485937,820.3779012664374,880.6177602863372
820.3779012664374,760.0609480485937,880.6212363191479,880.6177602863372
760.0124275145992,880.6177602863372,880.6212363191479,941.1154085268977
760.0124275145992,941.1154085268977,880.6212363191479,1009.813979957986
880.6212363191479,760.0609480485937,941.1307686766925,880.6990500662419
941.1307686766925,760.0609480485937,1009.8606572153249,880.6990500662419
880.6212363191479,880.6990500662419,1009.8606572153249,941.2250538460911
880.6212363191479,941.2250538460911,1009.8606572153249,1009.813979957986
-Infinity,1009.813979957986,139.3264894715373,1078.7841650019668
-Infinity,1078.7841650019668,139.3264894715373,1139.3641755343124
139.3264894715373,1009.813979957986,259.99540532077447,1078.966911180054
139.3264894715373,1078.966911180054,259.99540532077447,1139.3641755343124
-Infinity,1139.3641755343124,78.5332192171956,1260.0038706003097
78.5332192171956,1139.3641755343124,139.3479488059994,1260.0038706003097
139.3479488059994,1139.3641755343124,199.62343947722627,1260.0038706003097
199.62343947722627,1139.3641755343124,259.99540532077447,1260.0038706003097
259.99540532077447,1009.813979957986,380.59610710839263,1078.7373810685176
259.99540532077447,1078.7373810685176,380.59610710839263,1139.2953849001358
380.59610710839263,1009.813979957986,441.0150800642606,1139.2953849001358
441.0150800642606,1009.813979957986,509.6951365674292,1139.2953849001358
259.99540532077447,1139.2953849001358,380.6896863916429,1199.6196366378122
259.99540532077447,1199.6196366378122,380.6896863916429,1260.0038706003097
380.6896863916429,1139.2953849001358,441.2289609453876,1260.0038706003097
441.2289609453876,1139.2953849001358,509.6951365674292,1260.0038706003097
-Infinity,1260.0038706003097,78.96782453465678,1380.6215158105183
78.96782453465678,1260.0038706003097,139.44044636252957,1380.6215158105183
139.44044636252957,1260.0038706003097,259.95182801740907,1320.2689079606953
139.44044636252957,1320.2689079606953,259.95182801740907,1380.6215158105183
-Infinity,1380.6215158105183,78.73876269174391,1509.7741217210537
78.73876269174391,1380.6215158105183,139.30943949162906,1509.7741217210537
139.30943949162906,1380.6215158105183,259.95182801740907,1441.070659262353
139.30943949162906,1441.070659262353,259.95182801740907,1509.7741217210537
259.95182801740907,1260.0038706003097,320.3536345048444,1380.6594151957888
320.3536345048444,1260.0038706003097,380.6809734909692,1380.6594151957888
380.6809734909692,1260.0038706003097,441.3855930055886,1380.6594151957888
441.3855930055886,1260.0038706003097,509.6951365674292,1380.6594151957888
259.95182801740907,1380.6594151957888,380.72015822609853,1441.363641517169
259.95182801740907,1441.363641517169,380.72015822609853,1509.7741217210537
380.72015822609853,1380.6594151957888,440.98649396017385,1509.7741217210537
440.98649396017385,1380.6594151957888,509.6951365674292,1509.7741217210537
509.6951365674292,1009.813979957986,578.8798725580887,1139.1516034033718
578.8798725580887,1009.813979957986,639.406684719985,1139.1516034033718
509.6951365674292,1139.1516034033718,578.7883061241816,1259.9750529393632
578.7883061241816,1139.1516034033718,639.406684719985,1259.9750529393632
639.406684719985,1009.813979957986,759.9881025699483,1078.772215631434
639.406684719985,1078.772215631434,759.9881025699483,1139.4666787697718
639.406684719985,1139.4666787697718,699.6224704196687,1259.9750529393632
699.6224704196687,1139.4666787697718,759.9881025699483,1259.9750529393632
509.6951365674292,1259.9750529393632,578.9638962771044,1380.6946675506238
578.9638962771044,1259.9750529393632,639.289163399324,1380.6946675506238
509.6951365674292,1380.6946675506238,578.8712737437374,1509.7741217210537
578.8712737437374,1380.6946675506238,639.289163399324,1509.7741217210537
639.289163399324,1259.9750529393632,759.9881025699483,1320.225072723602
639.289163399324,1320.225072723602,759.9881025699483,1380.818728279739
639.289163399324,1380.818728279739,759.9881025699483,1441.1010513263618
639.289163399324,1441.1010513263618,759.9881025699483,1509.7741217210537
759.9881025699483,1009.813979957986,880.7452294454071,1078.8833256739322
759.9881025699483,1078.8833256739322,880.7452294454071,1139.3909291417194
880.7452294454071,1009.813979957986,1009.8606572153249,1078.8596096343142
880.7452294454071,1078.8596096343142,1009.8606572153249,1139.3909291417194
759.9881025699483,1139.3909291417194,820.2415486106319,1260.007504609412
820.2415486106319,1139.3909291417194,880.6939257975423,1260.007504609412
880.6939257975423,1139.3909291417194,941.1444208833502,1260.007504609412
941.1444208833502,1139.3909291417194,1009.8606572153249,1260.007504609412
759.9881025699483,1260.007504609412,820.343109588835,1380.6576183926402
820.343109588835,1260.007504609412,880.7257411874309,1380.6576183926402
880.7257411874309,1260.007504609412,941.1574915459537,1380.6576183926402
941.1574915459537,1260.007504609412,1009.8606572153249,1380.6576183926402
759.9881025699483,1380.6576183926402,880.679140028226,1441.2820099170149
759.9881025699483,1441.2820099170149,880.679140028226,1509.7741217210537
880.679140028226,1380.6576183926402,1009.8606572153249,1441.0729021320203
880.679140028226,1441.0729021320203,1009.8606572153249,1509.7741217210537
-Infinity,1509.7741217210537,139.31677168061276,1578.8815653165452
-Infinity,1578.8815653165452,139.31677168061276,1639.3267961702775
139.31677168061276,1509.7741217210537,259.98260515775763,1578.7584820967948
139.31677168061276,1578.7584820967948,259.98260515775763,1639.3267961702775
-Infinity,1639.3267961702775,78.85539278144498,1760.0473298533407
78.85539278144498,1639.3267961702775,139.37874700168538,1760.0473298533407
139.37874700168538,1639.3267961702775,259.98260515775763,1699.7247674647049
139.37874700168538,1699.7247674647049,259.98260515775763,1760.0473298533407
259.98260515775763,1509.7741217210537,380.6839325565596,1578.880422897084
259.98260515775763,1578.880422897084,380.6839325565596,1639.3006090870551
259.98260515775763,1639.3006090870551,380.6839325565596,1699.6810802425894
259.98260515775763,1699.6810802425894,380.6839325565596,1760.0473298533407
380.6839325565596,1509.7741217210537,509.8625415425457,1578.834629490511
380.6839325565596,1578.834629490511,509.8625415425457,1639.4070063337758
380.6839325565596,1639.4070063337758,441.1564281290633,1760.0473298533407
441.1564281290633,1639.4070063337758,509.8625415425457,1760.0473298533407
-Infinity,1760.0473298533407,78.80879741794476,1880.6558673164795
78.80879741794476,1760.0473298533407,139.1781898998595,1880.6558673164795
139.1781898998595,1760.0473298533407,199.66872211693766,1880.6558673164795
199.66872211693766,1760.0473298533407,260.03994108142984,1880.6558673164795
-Infinity,1880.6558673164795,78.8090830028166,Infinity
78.8090830028166,1880.6558673164795,139.36665176840825,Infinity
139.36665176840825,1880.6558673164795,260.03994108142984,1941.000086327962
139.36665176840825,1941.000086327962,260.03994108142984,Infinity
260.03994108142984,1760.0473298533407,320.33616366091724,1880.6937786463136
320.33616366091724,1760.0473298533407,380.8167387072028,1880.6937786463136
380.8167387072028,1760.0473298533407,441.18400765461996,1880.6937786463136
441.18400765461996,1760.0473298533407,509.8625415425457,1880.6937786463136
260.03994108142984,1880.6937786463136,380.61063998741946,1941.2732607847188
260.03994108142984,1941.2732607847188,380.61063998741946,Infinity
380.61063998741946,1880.6937786463136,509.8625415425457,1941.1586261501654
380.61063998741946,1941.1586261501654,509.8625415425457,Infinity
509.8625415425457,1509.7741217210537,639.3289310135285,1578.9153484674723
509.8625415425457,1578.9153484674723,639.3289310135285,1639.315238826204
639.3289310135285,1509.7741217210537,759.9653998418855,1578.8889798033188
639.3289310135285,1578.8889798033188,759.9653998418855,1639.315238826204
509.8625415425457,1639.315238826204,578.6714882045055,1760.0043177984053
578.6714882045055,1639.315238826204,639.1972728524613,1760.0043177984053
639.1972728524613,1639.315238826204,699.6031198019949,1760.0043177984053
699.6031198019949,1639.315238826204,759.9653998418855,1760.0043177984053
759.9653998418855,1509.7741217210537,880.6134299429702,1578.8681620168272
759.9653998418855,1578.8681620168272,880.6134299429702,1639.294075556699
880.6134299429702,1509.7741217210537,941.2439269762239,1639.294075556699
941.2439269762239,1509.7741217210537,1009.8606572153249,1639.294075556699
759.9653998418855,1639.294075556699,880.5961231366567,1699.7021778994117
759.9653998418855,1699.7021778994117,880.5961231366567,1760.0043177984053
880.5961231366567,1639.294075556699,941.1055436862607,1760.0043177984053
941.1055436862607,1639.294075556699,1009.8606572153249,1760.0043177984053
509.8625415425457,1760.0043177984053,578.8331466411473,1880.7220658812862
578.8331466411473,1760.0043177984053,639.3747237197106,1880.7220658812862
509.8625415425457,1880.7220658812862,578.8392905313062,Infinity
578.8392905313062,1880.7220658812862,639.3747237197106,Infinity
639.3747237197106,1760.0043177984053,760.0226510981829,1820.4001606741908
639.3747237197106,1820.4001606741908,760.0226510981829,1880.7345544555037
639.3747237197106,1880.7345544555037,760.0226510981829,1941.1023475325371
639.3747237197106,1941.1023475325371,760.0226510981829,Infinity
760.0226510981829,1760.0043177984053,820.4655400927818,1880.612229317878
820.4655400927818,1760.0043177984053,880.7509490102422,1880.612229317878
760.0226510981829,1880.612229317878,880.7509490102422,1941.1745327451645
760.0226510981829,1941.1745327451645,880.7509490102422,Infinity
880.7509490102422,1760.0043177984053,941.2439869349209,1880.561752791639
941.2439869349209,1760.0043177984053,1009.8606572153249,1880.561752791639
880.7509490102422,1880.561752791639,1009.8606572153249,1940.9529058057144
880.7509490102422,1940.9529058057144,1009.8606572153249,Infinity
1009.8606572153249,-Infinity,1078.8784541803834,139.20937727718137
1078.8784541803834,-Infinity,1139.3263058530863,139.20937727718137
1009.8606572153249,139.20937727718137,1078.682291978245,259.96352164801596
1078.682291978245,139.20937727718137,1139.3263058530863,259.96352164801596
1139.3263058530863,-Infinity,1260.0076240103954,78.82645614803724
1139.3263058530863,78.82645614803724,1260.0076240103954,139.2990052178577
1139.3263058530863,139.2990052178577,1199.7282544665052,259.96352164801596
1199.7282544665052,139.2990052178577,1260.0076240103954,259.96352164801596
1260.0076240103954,-Infinity,1380.6791201596504,78.74797592203629
1260.0076240103954,78.74797592203629,1380.6791201596504,139.31198008053252
1380.6791201596504,-Infinity,1509.9928375492113,78.8641437227878
1380.6791201596504,78.8641437227878,1509.9928375492113,139.31198008053252
1260.0076240103954,139.31198008053252,1320.354236089398,259.96352164801596
1320.354236089398,139.31198008053252,1380.727990747971,259.96352164801596
1380.727990747971,139.31198008053252,1441.280199436027,259.96352164801596
1441.280199436027,139.31198008053252,1509.9928375492113,259.96352164801596
1009.8606572153249,259.96352164801596,1078.9590894050748,380.75843269605593
1078.9590894050748,259.96352164801596,1139.4105049675568,380.75843269605593
1139.4105049675568,259.96352164801596,1260.0120004155522,320.34485091201094
1139.4105049675568,320.34485091201094,1260.0120004155522,380.75843269605593
1009.8606572153249,380.75843269605593,1139.3284154352548,441.1429177670017
1009.8606572153249,441.1429177670017,1139.3284154352548,509.80342387151444
1139.3284154352548,380.75843269605593,1260.0120004155522,441.25818504212583
1139.3284154352548,441.25818504212583,1260.0120004155522,509.80342387151444
1260.0120004155522,259.96352164801596,1380.5602246835012,320.3131294468328
1260.0120004155522,320.3131294468328,1380.5602246835012,380.66583914347007
1380.5602246835012,259.96352164801596,1440.9952855561946,380.66583914347007
1440.9952855561946,259.96352164801596,1509.9928375492113,380.66583914347007
1260.0120004155522,380.66583914347007,1380.7554193374988,441.0601966393925
1260.0120004155522,441.0601966393925,1380.7554193374988,509.80342387151444
1380.7554193374988,380.66583914347007,1441.1948629141673,509.80342387151444
1441.1948629141673,380.66583914347007,1509.9928375492113,509.80342387151444
1009.8606572153249,509.80342387151444,1139.4023566645033,578.8363393675804
1009.8606572153249,578.8363393675804,1139.4023566645033,639.3654598263256
1139.4023566645033,509.80342387151444,1260.0044352147336,578.8676363998148
1139.4023566645033,578.8676363998148,1260.0044352147336,639.3654598263256
1009.8606572153249,639.3654598263256,1078.9229204146163,759.9812448748085
1078.9229204146163,639.3654598263256,1139.2421426622902,759.9812448748085
1139.2421426622902,639.3654598263256,1199.7675263219217,759.9812448748085
1199.7675263219217,639.3654598263256,1260.0044352147336,759.9812448748085
1260.0044352147336,509.80342387151444,1380.7015351632665,578.8308259531087
1260.0044352147336,578.8308259531087,1380.7015351632665,639.4019047478937
1260.0044352147336,639.4019047478937,1320.4328845788045,759.9812448748085
1320.4328845788045,639.4019047478937,1380.7015351632665,759.9812448748085
1380.7015351632665,509.80342387151444,1441.2173618779184,639.2593679901222
1441.2173618779184,509.80342387151444,1509.9928375492113,639.2593679901222
1380.7015351632665,639.2593679901222,1441.1641663807943,759.9812448748085
1441.1641663807943,639.2593679901222,1509.9928375492113,759.9812448748085
1009.8606572153249,759.9812448748085,1078.8318810438045,880.6424670490549
1078.8318810438045,759.9812448748085,1139.3136420617525,880.6424670490549
1009.8606572153249,880.6424670490549,1078.7637330726457,1010.0688010022332
1078.7637330726457,880.6424670490549,1139.3136420617525,1010.0688010022332
1139.3136420617525,759.9812448748085,1199.680770950432,880.5597669292265
1199.680770950432,759.9812448748085,1260.090848588885,880.5597669292265
1139.3136420617525,880.5597669292265,1260.090848588885,941.006067190668
1139.3136420617525,941.006067190668,1260.090848588885,1010.0688010022332
1260.090848588885,759.9812448748085,1380.6772291628838,820.4775135606187
1260.090848588885,820.4775135606187,1380.6772291628838,880.7934175445178
1260.090848588885,880.7934175445178,1380.6772291628838,941.2588364031922
1260.090848588885,941.2588364031922,1380.6772291628838,1010.0688010022332
1380.6772291628838,759.9812448748085,1441.1416623322548,880.6989938378048
1441.1416623322548,759.9812448748085,1509.9928375492113,880.6989938378048
1380.6772291628838,880.6989938378048,1509.9928375492113,941.0789352799778
1380.6772291628838,941.0789352799778,1509.9928375492113,1010.0688010022332
1509.9928375492113,-Infinity,1639.4316725132985,78.76480878307964
1509.9928375492113,78.76480878307964,1639.4316725132985,139.37002120487134
1639.4316725132985,-Infinity,1759.970594402389,78.92306358394094
1639.4316725132985,78.92306358394094,1759.970594402389,139.37002120487134
1509.9928375492113,139.37002120487134,1578.8831240009767,259.97539833885827
1578.8831240009767,139.37002120487134,1639.2121347049317,259.97539833885827
1639.2121347049317,139.37002120487134,1699.7168352792157,259.97539833885827
1699.7168352792157,139.37002120487134,1759.970594402389,259.97539833885827
1759.970594402389,-Infinity,1880.7011690131815,78.74701794484847
1759.970594402389,78.74701794484847,1880.7011690131815,139.18703511724192
1759.970594402389,139.18703511724192,1880.7011690131815,199.74684976026288
1759.970594402389,199.74684976026288,1880.7011690131815,259.97539833885827
1880.7011690131815,-Infinity,1941.3167838940462,139.31488082597937
1941.3167838940462,-Infinity,Infinity,139.31488082597937
1880.7011690131815,139.31488082597937,1941.1415257966814,259.97539833885827
1941.1415257966814,139.31488082597937,Infinity,259.97539833885827
1509.9928375492113,259.97539833885827,1578.8685821919848,380.7771187211655
1578.8685821919848,259.97539833885827,1639.370471504043,380.7771187211655
1639.370471504043,259.97539833885827,1759.9301119316528,320.3416155229896
1639.370471504043,320.3416155229896,1759.9301119316528,380.7771187211655
1509.9928375492113,380.7771187211655,1639.365642013121,441.1368243102447
1509.9928375492113,441.1368243102447,1639.365642013121,509.83145509654696
1639.365642013121,380.7771187211655,1759.9301119316528,441.2217122400346
1639.365642013121,441.2217122400346,1759.9301119316528,509.83145509654696
1759.9301119316528,259.97539833885827,1820.3823352059203,380.62040172176086
1820.3823352059203,259.97539833885827,1880.6418705279677,380.62040172176086
1880.6418705279677,259.97539833885827,1941.048058113612,380.62040172176086
